Date,Open,High,Low,Close,Volume,Company
2024-03-22,2897.0500,2920.0000,2895.3500,2909.9000,562484,RELIANCE.BSE
2024-03-21,2891.4000,2915.0000,2889.6500,2901.3000,77091,RELIANCE.BSE
2024-03-20,2851.0500,2890.2000,2848.0500,2886.8000,152906,RELIANCE.BSE
2024-03-19,2865.6000,2873.6000,2835.0000,2850.7500,128206,RELIANCE.BSE
2024-03-18,2837.2000,2883.0000,2833.6500,2878.3500,146410,RELIANCE.BSE
2024-03-15,2854.9500,2866.4500,2826.9000,2837.2500,396001,RELIANCE.BSE
2024-03-14,2865.0000,2897.3500,2851.0000,2865.2500,162637,RELIANCE.BSE
2024-03-13,2955.4500,2965.9500,2855.8500,2864.7000,97957,RELIANCE.BSE
2024-03-12,2932.0000,2976.3000,2932.0000,2950.2000,83500,RELIANCE.BSE
2024-03-11,2984.7000,2984.7000,2927.3500,2931.2000,111587,RELIANCE.BSE
2024-03-07,3002.1500,3005.9000,2951.2500,2958.1000,387052,RELIANCE.BSE
2024-03-06,2989.4500,3019.0000,2957.0000,3005.9500,110021,RELIANCE.BSE
2024-03-05,3011.7000,3011.7000,2973.0000,2998.3000,70928,RELIANCE.BSE
2024-03-04,2981.0000,3024.8000,2975.0500,3011.6000,139795,RELIANCE.BSE
2024-03-02,2993.9000,3000.0000,2975.0000,2980.8500,13490,RELIANCE.BSE
2024-03-01,2916.7000,2999.0000,2916.7000,2986.0000,544407,RELIANCE.BSE
2024-02-29,2931.0500,2958.0000,2909.5500,2924.7500,192376,RELIANCE.BSE
2024-02-28,2964.9000,2982.0000,2900.5500,2909.0000,64333,RELIANCE.BSE
2024-02-27,2968.8000,2999.8500,2956.0000,2970.4000,83211,RELIANCE.BSE
2024-02-26,2989.7500,2989.7500,2964.5500,2974.3500,40874,RELIANCE.BSE
2024-02-23,2971.4000,2996.1500,2965.2500,2986.3500,653001,RELIANCE.BSE
2024-02-22,2937.9500,2969.1000,2916.0000,2963.3500,212597,RELIANCE.BSE
2024-02-21,2943.8500,2977.0000,2916.1500,2938.2000,103405,RELIANCE.BSE
2024-02-20,2949.9000,2949.9000,2924.0000,2940.7500,104430,RELIANCE.BSE
2024-02-19,2921.3500,2958.8000,2907.5500,2946.1500,163441,RELIANCE.BSE
2024-02-16,2945.0500,2953.3000,2917.3500,2921.3500,542931,RELIANCE.BSE
2024-02-15,2963.4000,2968.4000,2932.9000,2941.9000,81881,RELIANCE.BSE
2024-02-14,2911.4000,2966.6000,2911.4000,2962.6000,122707,RELIANCE.BSE
2024-02-13,2910.4000,2957.8000,2909.4000,2928.9500,322902,RELIANCE.BSE
2024-02-12,2922.3000,2922.3500,2885.0000,2902.9500,147206,RELIANCE.BSE
2024-02-09,2905.0000,2944.1500,2902.6000,2922.3000,812171,RELIANCE.BSE
2024-02-08,2895.6000,2919.7500,2856.7000,2902.9500,98849,RELIANCE.BSE
2024-02-07,2870.0000,2898.0000,2858.4500,2883.4000,320512,RELIANCE.BSE
2024-02-06,2887.4000,2887.4000,2840.8000,2856.8000,115081,RELIANCE.BSE
2024-02-05,2921.2000,2940.0000,2864.0000,2877.0500,128072,RELIANCE.BSE
2024-02-02,2864.4500,2949.8999,2864.4500,2914.7500,653622,RELIANCE.BSE
2024-02-01,2871.2000,2885.2500,2836.7000,2852.7000,88274,RELIANCE.BSE
2024-01-31,2811.4500,2869.4500,2804.9500,2853.2000,108704,RELIANCE.BSE
2024-01-30,2905.3999,2917.9500,2808.7500,2814.8501,303348,RELIANCE.BSE
2024-01-29,2713.2000,2905.0000,2713.2000,2896.1499,823950,RELIANCE.BSE
2024-01-25,2684.5000,2725.0000,2670.0500,2710.3501,2411115,RELIANCE.BSE
2024-01-24,2660.0000,2699.0000,2649.0000,2688.7000,273061,RELIANCE.BSE
2024-01-23,2732.1499,2742.7500,2645.0000,2656.0000,102297,RELIANCE.BSE
2024-01-22,2735.0500,2735.0500,2735.0500,2735.0500,0,RELIANCE.BSE
2024-01-20,2729.9500,2765.0500,2698.6001,2713.2000,171490,RELIANCE.BSE
2024-01-19,2753.0000,2753.0000,2716.8501,2735.0500,483007,RELIANCE.BSE
2024-01-18,2700.0000,2742.0000,2700.0000,2734.9000,158982,RELIANCE.BSE
2024-01-17,2729.8501,2772.0000,2711.0000,2722.8000,115862,RELIANCE.BSE
2024-01-16,2781.8501,2792.5000,2741.0000,2747.6499,153804,RELIANCE.BSE
2024-01-15,2746.8999,2792.6499,2732.0000,2787.5000,121727,RELIANCE.BSE
2024-01-12,2718.3999,2746.4500,2691.5500,2740.1001,606506,RELIANCE.BSE
2024-01-11,2655.7000,2724.9500,2655.7000,2718.3999,344195,RELIANCE.BSE
2024-01-10,2580.6001,2658.9500,2577.3000,2649.9500,458001,RELIANCE.BSE
2024-01-09,2597.3501,2607.0500,2576.2500,2580.6001,140422,RELIANCE.BSE
2024-01-08,2612.3999,2632.0000,2568.3000,2586.1001,87501,RELIANCE.BSE
2024-01-05,2600.1499,2619.4500,2597.9500,2606.7500,465515,RELIANCE.BSE
2024-01-04,2589.3999,2609.7500,2580.0000,2597.3999,162584,RELIANCE.BSE
2024-01-03,2608.1001,2634.0000,2577.1499,2582.9500,107501,RELIANCE.BSE
2024-01-02,2587.6499,2614.8999,2573.5000,2610.8999,86186,RELIANCE.BSE
2024-01-01,2581.0500,2606.0000,2573.5500,2589.8501,67641,RELIANCE.BSE
2023-12-29,2608.0500,2614.8000,2579.1499,2584.8501,848448,RELIANCE.BSE
2023-12-28,2587.0000,2611.3501,2587.0000,2605.8000,183810,RELIANCE.BSE
2023-12-27,2578.5000,2599.3501,2572.2500,2586.3501,103806,RELIANCE.BSE
2023-12-26,2570.0000,2592.8999,2563.0000,2577.5000,90284,RELIANCE.BSE
2023-12-22,2562.2000,2580.5500,2548.0000,2564.7000,524558,RELIANCE.BSE
2023-12-21,2510.4500,2572.5000,2510.4500,2562.2000,364795,RELIANCE.BSE
2023-12-20,2560.3000,2597.8501,2520.0000,2527.3501,649409,RELIANCE.BSE
2023-12-19,2537.7000,2573.0000,2525.8501,2558.4500,234379,RELIANCE.BSE
2023-12-18,2494.2000,2534.3999,2491.0500,2519.9500,196178,RELIANCE.BSE
2023-12-15,2472.1499,2499.9500,2469.0500,2495.2000,681578,RELIANCE.BSE
2023-12-14,2453.0000,2475.0000,2442.7000,2464.5000,3647716,RELIANCE.BSE
2023-12-13,2427.7500,2438.0000,2406.3000,2433.3999,137296,RELIANCE.BSE
2023-12-12,2458.0000,2464.8999,2420.2500,2423.9500,98105,RELIANCE.BSE
2023-12-11,2452.1499,2467.3999,2452.1499,2459.0500,169515,RELIANCE.BSE
2023-12-08,2461.2000,2475.7000,2444.5000,2456.2000,1107109,RELIANCE.BSE
2023-12-07,2460.7000,2461.0500,2442.0000,2457.6001,2891485,RELIANCE.BSE
2023-12-06,2443.2500,2473.6001,2440.3000,2460.7000,130350,RELIANCE.BSE
2023-12-05,2433.0000,2440.5000,2421.3501,2437.5500,390820,RELIANCE.BSE
2023-12-04,2440.0500,2445.0000,2395.0000,2421.0000,6478365,RELIANCE.BSE
2023-12-01,2381.0000,2396.8999,2380.0000,2393.4500,2830557,RELIANCE.BSE
2023-11-30,2398.0000,2400.5000,2371.2500,2376.3999,4376134,RELIANCE.BSE
2023-11-29,2405.1499,2411.7500,2398.2500,2400.5000,323782,RELIANCE.BSE
2023-11-28,2393.0000,2398.8000,2375.0000,2394.5500,353122,RELIANCE.BSE
2023-11-24,2390.2000,2402.3999,2390.2000,2394.3000,584860,RELIANCE.BSE
2023-11-23,2387.7500,2401.2500,2387.7500,2395.1499,227525,RELIANCE.BSE
2023-11-22,2372.7000,2394.7500,2372.3999,2387.7500,63242,RELIANCE.BSE
2023-11-21,2362.0500,2387.6499,2359.3999,2378.5000,76008,RELIANCE.BSE
2023-11-20,2349.0000,2358.0000,2336.8501,2349.3000,163824,RELIANCE.BSE
2023-11-17,2357.3501,2373.0000,2353.0000,2355.8501,573100,RELIANCE.BSE
2023-11-16,2349.9500,2373.7000,2346.8000,2363.3501,435606,RELIANCE.BSE
2023-11-15,2335.5000,2362.3501,2326.8000,2356.8999,104539,RELIANCE.BSE
2023-11-13,2325.0000,2325.0000,2311.6499,2314.3000,127884,RELIANCE.BSE
2023-11-10,2308.0000,2317.0000,2298.1499,2314.3000,499796,RELIANCE.BSE
2023-11-09,2330.5500,2336.5500,2305.0000,2310.6499,211600,RELIANCE.BSE
2023-11-08,2333.7000,2341.0000,2322.6001,2336.6001,317763,RELIANCE.BSE
2023-11-07,2337.7500,2339.4500,2320.0000,2324.2000,205366,RELIANCE.BSE
2023-11-06,2334.9500,2340.0000,2326.0500,2339.0500,326958,RELIANCE.BSE
2023-11-03,2328.6499,2335.0000,2314.8999,2319.0500,813331,RELIANCE.BSE
2023-11-02,2309.0000,2324.0000,2306.5000,2319.8501,84609,RELIANCE.BSE
2023-11-01,2289.8999,2317.5000,2275.2500,2296.6499,263097,RELIANCE.BSE
2023-10-31,2332.9500,2332.9500,2282.8000,2288.5500,146839,RELIANCE.BSE
2023-10-30,2283.9500,2324.6001,2272.0000,2311.3501,271749,RELIANCE.BSE
2023-10-27,2242.0000,2274.0500,2236.0500,2265.2500,793186,RELIANCE.BSE
2023-10-26,2257.9500,2258.0000,2221.0500,2226.2000,682499,RELIANCE.BSE
2023-10-25,2252.9500,2281.5000,2242.3999,2258.0000,217481,RELIANCE.BSE
2023-10-23,2292.0000,2306.7000,2254.2500,2262.6499,250465,RELIANCE.BSE
2023-10-20,2302.4500,2314.8000,2296.0500,2299.1499,474553,RELIANCE.BSE
2023-10-19,2314.9500,2321.3999,2301.5500,2305.5500,590336,RELIANCE.BSE
2023-10-18,2355.2500,2367.1499,2320.2000,2323.6001,260837,RELIANCE.BSE
2023-10-17,2352.4500,2360.0000,2342.0000,2355.6001,135643,RELIANCE.BSE
2023-10-16,2348.0000,2354.0000,2336.0000,2342.8999,208827,RELIANCE.BSE
2023-10-13,2342.8999,2358.0000,2330.0000,2350.7000,686714,RELIANCE.BSE
2023-10-12,2347.6499,2359.0000,2338.0500,2348.8501,308005,RELIANCE.BSE
2023-10-11,2314.8999,2349.5000,2314.0000,2345.0000,1384096,RELIANCE.BSE
2023-10-10,2305.0500,2317.8999,2303.4500,2308.5500,87798,RELIANCE.BSE
2023-10-09,2309.9500,2312.5500,2295.0000,2297.7500,96352,RELIANCE.BSE
2023-10-06,2322.9500,2325.0000,2312.0000,2317.8999,356117,RELIANCE.BSE
2023-10-05,2325.0000,2329.0000,2310.0000,2313.8501,194952,RELIANCE.BSE
2023-10-04,2312.0000,2318.7000,2295.1499,2314.3000,269205,RELIANCE.BSE
2023-10-03,2337.0000,2337.0000,2316.0000,2318.2500,266890,RELIANCE.BSE
2023-09-29,2347.9500,2369.5000,2334.1001,2346.5000,152169,RELIANCE.BSE
2023-09-28,2384.0000,2384.0000,2325.6499,2334.0000,314683,RELIANCE.BSE
2023-09-27,2349.0000,2371.7000,2339.0000,2369.1001,248130,RELIANCE.BSE
2023-09-26,2343.7000,2350.0000,2336.1001,2341.5500,139096,RELIANCE.BSE
2023-09-25,2353.8501,2359.8999,2335.8000,2340.0500,191151,RELIANCE.BSE
2023-09-22,2368.1499,2383.6499,2350.0000,2354.0500,367560,RELIANCE.BSE
2023-09-21,2379.9500,2390.0000,2359.0000,2364.5500,358113,RELIANCE.BSE
2023-09-20,2422.9500,2426.3999,2361.6001,2382.1001,2533477,RELIANCE.BSE
2023-09-18,2442.0000,2451.5500,2432.6001,2436.0000,139331,RELIANCE.BSE
2023-09-15,2466.0500,2467.1001,2449.6001,2460.0500,126487,RELIANCE.BSE
2023-09-14,2456.3501,2465.0000,2445.0000,2451.1001,231443,RELIANCE.BSE
2023-09-13,2443.5500,2462.5000,2415.6001,2452.7500,142946,RELIANCE.BSE
2023-09-12,2489.7000,2489.7000,2435.2000,2437.9500,157057,RELIANCE.BSE
2023-09-11,2455.9500,2476.0000,2452.0500,2474.3999,366596,RELIANCE.BSE
2023-09-08,2436.3999,2455.6499,2423.3999,2449.0500,445328,RELIANCE.BSE
2023-09-07,2425.8501,2438.0000,2411.3999,2431.5000,101108,RELIANCE.BSE
2023-09-06,2422.9500,2436.0000,2418.0000,2428.1001,175250,RELIANCE.BSE
2023-09-05,2418.2500,2433.9500,2411.0000,2423.9500,201719,RELIANCE.BSE
2023-09-04,2410.0500,2423.0000,2406.0000,2410.1499,243913,RELIANCE.BSE
2023-09-01,2408.0000,2425.7000,2401.3000,2413.0500,723207,RELIANCE.BSE
2023-08-31,2420.0500,2425.8999,2400.0000,2406.8999,241991,RELIANCE.BSE
2023-08-30,2430.3000,2443.2500,2415.0500,2418.3000,923878,RELIANCE.BSE
2023-08-29,2447.0000,2452.1499,2408.4500,2420.2500,220154,RELIANCE.BSE
2023-08-28,2474.0000,2483.5000,2432.0000,2442.5500,349403,RELIANCE.BSE
2023-08-25,2454.0000,2505.0000,2443.9500,2469.9500,1212903,RELIANCE.BSE
2023-08-24,2542.0000,2542.0000,2471.6001,2478.6499,302604,RELIANCE.BSE
2023-08-23,2527.9500,2542.3999,2518.0500,2523.1499,157329,RELIANCE.BSE
2023-08-22,2518.2500,2537.4500,2498.5500,2519.0000,115990,RELIANCE.BSE
2023-08-21,2531.0000,2554.8999,2513.5500,2518.2500,156076,RELIANCE.BSE
2023-08-18,2532.0000,2577.0000,2508.5000,2556.7000,1144311,RELIANCE.BSE
2023-08-17,2568.0000,2577.9500,2532.2000,2537.7500,139614,RELIANCE.BSE
2023-08-16,2556.6500,2582.1500,2550.6500,2574.9000,87871,RELIANCE.BSE
2023-08-14,2533.0500,2582.0000,2524.2000,2576.7500,407900,RELIANCE.BSE
2023-08-11,2535.4500,2558.3000,2512.1000,2548.0000,297470,RELIANCE.BSE
2023-08-10,2527.0000,2550.0000,2508.8000,2535.6500,200827,RELIANCE.BSE
2023-08-09,2507.0000,2529.4000,2481.0000,2523.5500,212798,RELIANCE.BSE
2023-08-08,2525.3000,2534.6000,2499.4500,2505.6500,151755,RELIANCE.BSE
2023-08-07,2515.0000,2528.3500,2505.0500,2523.4500,293130,RELIANCE.BSE
2023-08-04,2485.0000,2517.2000,2472.0000,2510.1500,709795,RELIANCE.BSE
2023-08-03,2471.4500,2499.9000,2458.0000,2474.9500,210947,RELIANCE.BSE
2023-08-02,2500.0000,2511.8000,2463.2000,2486.3500,184490,RELIANCE.BSE
2023-08-01,2547.8500,2559.0000,2505.9000,2512.6500,170213,RELIANCE.BSE
2023-07-31,2527.9000,2553.6500,2518.7500,2547.8500,85020,RELIANCE.BSE
2023-07-28,2509.0500,2541.9000,2501.0000,2527.6000,644967,RELIANCE.BSE
2023-07-27,2529.0000,2538.0000,2491.4500,2506.3000,101139,RELIANCE.BSE
2023-07-26,2480.1000,2547.2500,2480.1000,2525.7000,132959,RELIANCE.BSE
2023-07-25,2491.5000,2505.0000,2480.0500,2484.7000,199238,RELIANCE.BSE
2023-07-24,2484.0000,2514.8000,2469.5500,2487.5500,228305,RELIANCE.BSE
2023-07-21,2603.0000,2613.8000,2523.3500,2536.2000,896988,RELIANCE.BSE
2023-07-20,2589.0000,2632.0000,2582.0000,2619.8000,400680,RELIANCE.BSE
2023-07-19,2581.7070,2602.6743,2549.2990,2589.0000,782335,RELIANCE.BSE
2023-07-18,2563.5202,2587.1768,2547.0655,2572.9555,364444,RELIANCE.BSE
2023-07-17,2503.9459,2567.1211,2487.4000,2549.2534,453640,RELIANCE.BSE
2023-07-14,2507.9114,2516.7997,2483.0242,2496.8352,499323,RELIANCE.BSE
2023-07-13,2535.1233,2552.4896,2495.7869,2500.7096,261573,RELIANCE.BSE
2023-07-12,2525.0499,2554.5408,2517.8937,2521.7225,325221,RELIANCE.BSE
2023-07-11,2507.1365,2525.0499,2496.4706,2519.9904,527404,RELIANCE.BSE
2023-07-10,2448.6106,2511.5123,2436.5316,2493.4167,1110570,RELIANCE.BSE
2023-07-07,2400.1124,2429.4665,2395.1896,2402.5282,576768,RELIANCE.BSE
2023-07-06,2348.3324,2410.5960,2348.3324,2405.1719,619409,RELIANCE.BSE
2023-07-05,2370.7127,2373.8577,2348.0589,2356.3546,61768,RELIANCE.BSE
2023-07-04,2389.3553,2394.3692,2345.8254,2359.4997,189823,RELIANCE.BSE
2023-07-03,2327.5475,2390.2669,2327.5475,2384.0679,517214,RELIANCE.BSE
2023-06-30,2315.5597,2330.7381,2309.1327,2325.2684,289824,RELIANCE.BSE
2023-06-28,2293.6352,2313.0071,2276.9526,2305.8053,171621,RELIANCE.BSE
2023-06-27,2279.9609,2288.1655,2266.6513,2275.2205,148922,RELIANCE.BSE
2023-06-26,2282.6958,2293.5440,2269.2494,2273.7619,197782,RELIANCE.BSE
2023-06-23,2306.3979,2308.9504,2289.1683,2292.9515,289996,RELIANCE.BSE
2023-06-22,2335.2962,2345.5064,2308.4490,2311.5030,61620,RELIANCE.BSE
2023-06-21,2330.4191,2342.0422,2322.7615,2337.0283,144710,RELIANCE.BSE
2023-06-20,2325.0861,2337.3930,2310.9560,2321.6675,171359,RELIANCE.BSE
2023-06-19,2353.9844,2355.6254,2318.6136,2325.9977,165566,RELIANCE.BSE
2023-06-16,2329.7354,2352.8905,2329.7354,2347.7854,150565,RELIANCE.BSE
2023-06-15,2321.9410,2335.4786,2311.1383,2326.0433,284440,RELIANCE.BSE
2023-06-14,2295.5040,2329.1884,2294.1822,2327.0005,196737,RELIANCE.BSE
2023-06-13,2270.6168,2300.2900,2266.5145,2297.6463,205509,RELIANCE.BSE
2023-06-12,2258.9937,2269.0215,2247.2338,2263.6429,75549,RELIANCE.BSE
2023-06-09,2274.5368,2286.4334,2259.0392,2262.5490,169640,RELIANCE.BSE
2023-06-08,2281.2372,2293.6352,2270.8447,2278.8670,136486,RELIANCE.BSE
2023-06-07,2266.3778,2278.6391,2253.8430,2276.8158,211341,RELIANCE.BSE
2023-06-06,2262.0020,2270.0243,2244.9091,2261.0448,115547,RELIANCE.BSE
2023-06-05,2247.2338,2264.1899,2240.8524,2257.8997,119029,RELIANCE.BSE
2023-06-02,2256.2588,2263.3694,2234.4255,2237.9808,101224,RELIANCE.BSE
2023-06-01,2258.9937,2264.8736,2240.7157,2244.4533,240274,RELIANCE.BSE
2023-05-31,2285.3851,2287.2083,2244.1343,2255.9853,205076,RELIANCE.BSE
2023-05-30,2297.2817,2313.1895,2291.7208,2296.7347,146443,RELIANCE.BSE
2023-05-29,2296.3701,2306.3979,2285.3851,2297.0994,416211,RELIANCE.BSE
2023-05-26,2236.7501,2288.1655,2232.6934,2285.0204,261121,RELIANCE.BSE
2023-05-25,2218.4266,2232.0553,2202.1998,2223.0303,186194,RELIANCE.BSE
2023-05-24,2230.3688,2245.3194,2218.2443,2221.6628,154319,RELIANCE.BSE
2023-05-23,2247.1426,2250.1054,2235.1548,2237.2060,87497,RELIANCE.BSE
2023-05-22,2215.2359,2247.1426,2215.2359,2237.5706,144136,RELIANCE.BSE
2023-05-19,2217.6973,2229.5939,2205.7095,2226.9046,54880,RELIANCE.BSE
2023-05-18,2237.8441,2239.0292,2213.4127,2218.7457,56823,RELIANCE.BSE
2023-05-17,2242.9036,2245.9575,2214.5066,2223.2582,158298,RELIANCE.BSE
2023-05-16,2275.4028,2277.2261,2234.3799,2236.9780,83298,RELIANCE.BSE
2023-05-15,2266.2866,2282.4679,2254.0709,2268.2466,67628,RELIANCE.BSE
2023-05-12,2258.0820,2268.1099,2239.4394,2264.5545,61427,RELIANCE.BSE
2023-05-11,2278.5935,2287.2539,2255.1649,2259.2671,98850,RELIANCE.BSE
2023-05-10,2265.9220,2278.9581,2262.1843,2275.6763,99083,RELIANCE.BSE
2023-05-09,2256.2588,2267.1527,2245.7752,2260.0420,65220,RELIANCE.BSE
2023-05-08,2234.3343,2264.0076,2228.7735,2252.9314,92596,RELIANCE.BSE
2023-05-05,2227.9986,2244.1343,2220.4777,2225.5372,81483,RELIANCE.BSE
2023-05-04,2209.2192,2235.5195,2200.8779,2231.4627,88436,RELIANCE.BSE
2023-05-03,2230.7335,2230.7335,2200.0574,2205.9374,89389,RELIANCE.BSE
2023-05-02,2224.3521,2229.8218,2214.0964,2225.3093,145848,RELIANCE.BSE
2023-04-28,2169.5182,2209.7662,2169.4726,2206.3020,394972,RELIANCE.BSE
2023-04-27,2155.9806,2172.3898,2155.0690,2167.3759,85772,RELIANCE.BSE
2023-04-26,2169.4726,2171.0224,2145.8161,2153.2914,145620,RELIANCE.BSE
2023-04-25,2159.4448,2170.5665,2142.6254,2165.1880,92349,RELIANCE.BSE
2023-04-24,2155.9806,2172.2986,2141.1212,2148.8244,253679,RELIANCE.BSE
2023-04-21,2140.5287,2152.1974,2131.3669,2141.3036,99384,RELIANCE.BSE
2023-04-20,2142.4887,2150.5109,2126.8088,2138.3864,140197,RELIANCE.BSE
2023-04-19,2130.4553,2149.5993,2126.1251,2143.8105,96087,RELIANCE.BSE
2023-04-18,2161.1769,2166.0996,2120.4275,2133.2357,151805,RELIANCE.BSE
2023-04-17,2201.5616,2201.5616,2141.5770,2157.6215,294432,RELIANCE.BSE
2023-04-13,2142.3063,2156.8011,2135.1501,2147.4570,212068,RELIANCE.BSE
2023-04-12,2129.8171,2158.9434,2124.1195,2139.0245,198164,RELIANCE.BSE
2023-04-11,2124.0739,2134.1018,2118.6042,2129.8171,105010,RELIANCE.BSE
2023-04-10,2138.6599,2142.6710,2116.6898,2119.1512,93595,RELIANCE.BSE
2023-04-06,2114.9577,2146.4086,2113.1801,2134.1018,144642,RELIANCE.BSE
2023-04-05,2134.7855,2139.2068,2104.4741,2119.9717,258000,RELIANCE.BSE
2023-04-03,2137.8394,2141.5315,2110.3996,2125.6693,214215,RELIANCE.BSE
2023-03-31,2056.6141,2135.9250,2055.2922,2125.0311,617169,RELIANCE.BSE
2023-03-29,2043.7602,2046.5863,2015.8191,2037.6980,159031,RELIANCE.BSE
2023-03-28,2043.1677,2056.6141,2039.7491,2049.2755,113718,RELIANCE.BSE
2023-03-27,2019.6935,2054.7908,2006.0192,2039.7491,315446,RELIANCE.BSE
2023-03-24,2048.9565,2051.1444,2003.7401,2008.7540,178216,RELIANCE.BSE
2023-03-23,2069.3768,2069.3768,2045.4467,2048.9109,208447,RELIANCE.BSE
2023-03-22,2078.5841,2088.7943,2069.3768,2075.4390,230717,RELIANCE.BSE
2023-03-21,2025.6190,2072.8865,2021.9725,2069.4223,441746,RELIANCE.BSE
2023-03-20,2026.5306,2026.5306,1987.3310,2007.0220,225747,RELIANCE.BSE
2023-03-17,2050.2327,2052.5574,2017.3233,2026.5762,366281,RELIANCE.BSE
2023-03-16,2039.3389,2055.6569,2007.6601,2029.3111,253732,RELIANCE.BSE
2023-03-15,2082.9599,2095.8137,2031.0887,2039.1566,422737,RELIANCE.BSE
2023-03-14,2079.5413,2101.2835,2069.0577,2075.3023,329326,RELIANCE.BSE
2023-03-13,2122.2507,2136.8366,2073.9349,2082.9599,330968,RELIANCE.BSE
2023-03-10,2136.1985,2136.1985,2110.5820,2117.8293,337306,RELIANCE.BSE
2023-03-09,2206.0286,2206.0286,2147.9128,2151.5593,299619,RELIANCE.BSE
2023-03-08,2188.9813,2206.1197,2175.5349,2203.8863,99782,RELIANCE.BSE
2023-03-06,2183.3292,2210.2220,2183.3292,2194.9980,168847,RELIANCE.BSE
2023-03-03,2136.8366,2181.5060,2134.0106,2174.2586,266949,RELIANCE.BSE
2023-03-02,2124.9856,2143.0356,2116.5075,2122.1140,89972,RELIANCE.BSE
2023-03-01,2135.1957,2138.2040,2118.1940,2136.1529,183724,RELIANCE.BSE
2023-02-28,2165.0968,2165.0968,2110.1717,2116.7354,300235,RELIANCE.BSE
2023-02-27,2168.3787,2177.8595,2144.5398,2159.7183,247454,RELIANCE.BSE
2023-02-24,2165.0968,2183.8762,2159.3080,2174.9423,249650,RELIANCE.BSE
2023-02-23,2166.0085,2183.2836,2152.7900,2158.3053,265844,RELIANCE.BSE
2023-02-22,2213.4127,2215.2359,2166.0540,2168.7433,288637,RELIANCE.BSE
2023-02-21,2207.0313,2229.8218,2199.2370,2219.3382,167774,RELIANCE.BSE
2023-02-20,2224.7168,2232.9669,2197.3226,2201.8351,221415,RELIANCE.BSE
2023-02-17,2210.6322,2230.6423,2197.5505,2224.2154,105936,RELIANCE.BSE
2023-02-16,2233.4683,2245.3194,2210.6778,2214.9168,277368,RELIANCE.BSE
2023-02-15,2176.7656,2221.6173,2165.0968,2215.3271,367072,RELIANCE.BSE
2023-02-14,2119.6982,2170.5665,2118.6042,2167.2847,124813,RELIANCE.BSE
2023-02-13,2131.0023,2142.3063,2109.5336,2117.4647,79836,RELIANCE.BSE
2023-02-10,2148.6877,2148.6877,2116.4163,2129.8627,127318,RELIANCE.BSE
2023-02-09,2149.0067,2161.2680,2127.7660,2147.2291,88852,RELIANCE.BSE
2023-02-08,2107.0267,2151.0579,2103.2434,2143.9473,268850,RELIANCE.BSE
2023-02-07,2107.6648,2121.3391,2090.4352,2102.1039,225094,RELIANCE.BSE
2023-02-06,2119.5158,2119.5158,2102.8788,2107.2090,206263,RELIANCE.BSE
2023-02-03,2137.7482,2140.3919,2090.5263,2123.2079,148804,RELIANCE.BSE
2023-02-02,2119.5158,2140.2096,2107.0722,2121.1568,104181,RELIANCE.BSE
2023-02-01,2169.6549,2170.4754,2101.2835,2131.4125,573669,RELIANCE.BSE
2023-01-31,2174.2130,2175.2158,2134.7399,2145.8617,100296,RELIANCE.BSE
2023-01-30,2131.1390,2159.9918,2097.7737,2143.4914,1392194,RELIANCE.BSE
2023-01-27,2171.4326,2176.9935,2107.7560,2131.1390,452582,RELIANCE.BSE
2023-01-25,2197.0035,2201.3793,2170.5665,2172.3442,103914,RELIANCE.BSE
2023-01-24,2217.5150,2227.9074,2177.5404,2201.6984,349349,RELIANCE.BSE
2023-01-23,2233.4683,2248.0542,2211.5894,2214.8713,213860,RELIANCE.BSE
2023-01-20,2262.3667,2262.3667,2222.6200,2226.8135,174012,RELIANCE.BSE
2023-01-19,2255.5295,2261.6829,2240.3055,2252.7035,201558,RELIANCE.BSE
2023-01-18,2259.9053,2271.3005,2242.9947,2255.8942,126814,RELIANCE.BSE
2023-01-17,2236.3399,2264.0076,2235.2915,2259.4951,186970,RELIANCE.BSE
2023-01-16,2256.1676,2260.5890,2220.7512,2228.6367,140006,RELIANCE.BSE
2023-01-13,2250.4244,2254.6179,2219.6117,2249.2849,248982,RELIANCE.BSE
2023-01-12,2301.8398,2308.1300,2247.7352,2253.6151,185343,RELIANCE.BSE
2023-01-11,2329.3707,2332.1056,2299.1049,2302.2956,127795,RELIANCE.BSE
2023-01-10,2373.9033,2374.7694,2321.0294,2331.8777,152642,RELIANCE.BSE
2023-01-09,2318.8871,2371.8522,2314.6936,2367.0662,298492,RELIANCE.BSE
2023-01-06,2305.4863,2322.3512,2296.0510,2313.0071,113594,RELIANCE.BSE
2023-01-05,2301.8398,2311.8676,2282.9237,2291.3562,143907,RELIANCE.BSE
2023-01-04,2332.8349,2333.3818,2292.5868,2295.5952,172926,RELIANCE.BSE
2023-01-03,2340.7660,2345.5975,2322.8526,2331.0116,136124,RELIANCE.BSE
2023-01-02,2330.9205,2351.9789,2322.9894,2347.5575,174612,RELIANCE.BSE
2022-12-30,2321.8954,2349.1529,2317.8387,2322.9894,77470,RELIANCE.BSE
2022-12-29,2308.2667,2323.7187,2303.2072,2317.8387,157229,RELIANCE.BSE
2022-12-28,2311.7764,2324.5391,2298.4212,2319.5708,168925,RELIANCE.BSE
2022-12-27,2305.4863,2323.5363,2292.1310,2320.1178,184837,RELIANCE.BSE
2022-12-26,2291.5385,2317.3829,2273.5340,2301.3840,95382,RELIANCE.BSE
